the_geom,STREETNAME,TYPE,CNN,FROM_ST,TO_ST,FACILITY_T,YEAR_INSTA,DIRECT,SHAPE_LENG,SURFACE_TR,BARRIER,INNOVATIVE,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,SHARROW,UPDATE_YR,SM_SWEEPER,CONTRAFLOW,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,SHAPE_LEN
"LINESTRING (-122.40522117229676 37.78869399205842, -122.40677114405815 37.7884994788946)",POST,ST,10627000,GRANT AV,STOCKTON ST,BIKE ROUTE,2010,2W,453.45846179,,,,,,1,0,0,Post St,0.09,16,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,453.458461795
"LINESTRING (-122.40677114405815 37.7884994788946, -122.40840154967728 37.788293193813395)",POST,ST,10628000,STOCKTON ST,POWELL ST,BIKE ROUTE,2010,2W,477.08718861,,,,,,1,0,0,Post St,0.09,16,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,477.087188598
"LINESTRING (-122.40840154967728 37.788293193813395, -122.4100569298369 37.788082187177444)",POST,ST,10629000,POWELL ST,MASON ST,BIKE ROUTE,2010,2W,484.48638575,,,,,,1,0,0,Post St,0.09,16,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,484.486385757
"LINESTRING (-122.4100569298369 37.788082187177444, -122.4116992321816 37.78787216855974)",POST,ST,10630000,MASON ST,TAYLOR ST,BIKE ROUTE,2010,2W,480.69944845,,,,,,1,0,0,Post St,0.09,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.699448446
"LINESTRING (-122.40014877889776 37.79413423497564, -122.40023937380784 37.794575242330524)",BATTERY,ST,2756000,SACRAMENTO ST,COMMERCIAL ST,BIKE ROUTE,2010,2W,162.70033522,,,,,,1,0,0,Battery St,0.03,17,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,162.700335213
"LINESTRING (-122.40677114405815 37.7884994788946, -122.40686503049535 37.788986293417516)",STOCKTON,ST,12198000,POST ST,CAMPTON PL,BIKE ROUTE,0,2W,179.32409833,,,,,,1,0,0,Stockton St,0.03,17,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,179.324098321
"LINESTRING (-122.40686503049535 37.788986293417516, -122.40695698700203 37.78943368216945)",STOCKTON,ST,12199000,CAMPTON PL,SUTTER ST,BIKE ROUTE,0,2W,165.0571189,,,,,,1,0,0,Stockton St,0.03,17,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,165.057118904
"LINESTRING (-122.4053369882375 37.789316311015, -122.40539867312421 37.789631597334754)",GRANT,AVE,6386000,TILLMAN PL,SUTTER ST,BIKE ROUTE,2010,2W,116.17827668,,,,,,1,0,0,Grant Ave,0.02,17,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,116.178276691
"LINESTRING (-122.4053065205189 37.78916058452054, -122.4053369882375 37.789316311015)",GRANT,AVE,6385000,CAMPTON PL,TILLMAN PL,BIKE ROUTE,2010,2W,57.38288959,,,,,,1,0,0,Grant Ave,0.01,17,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,57.3828895815
"LINESTRING (-122.40522117229676 37.78869399205842, -122.4053065205189 37.78916058452054)",GRANT,AVE,6384000,POST ST,CAMPTON PL,BIKE ROUTE,2010,2W,171.67738836,,,,,,1,0,0,Grant Ave,0.03,16,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.677388355
"LINESTRING (-122.40055526366297 37.79024740468383, -122.40218964441613 37.790039096627105)",SUTTER,ST,12316000,SANSOME ST,MONTGOMERY ST,BIKE ROUTE,2010,2W,478.32687464,,,,,,1,0,0,Sutter St,0.09,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,478.326874632
"LINESTRING (-122.3995720300238 37.79132653353032, -122.39976335295376 37.79225794809115)",BATTERY,ST,2752000,BUSH ST,PINE ST,BIKE ROUTE,2010,2W,343.62515495,,,,,,1,0,0,Battery St,0.07,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,343.625154938
"LINESTRING (-122.3999587358502 37.79320910184515, -122.40005826014907 37.793693587691045)",BATTERY,ST,2754000,CALIFORNIA ST,HALLECK ST,BIKE ROUTE,2010,2W,178.74072645,,,,,,1,0,0,Battery St,0.03,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,178.740726447
"LINESTRING (-122.40005826014907 37.793693587691045, -122.40014877889776 37.79413423497564)",BATTERY,ST,2755000,HALLECK ST,SACRAMENTO ST,BIKE ROUTE,2010,2W,162.56740513,,,,,,1,0,0,Battery St,0.03,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,162.567405138
"LINESTRING (-122.39976335295376 37.79225794809115, -122.3999587358502 37.79320910184515)",BATTERY,ST,2753000,PINE ST,CALIFORNIA ST,BIKE ROUTE,2010,2W,350.90769194,,,,,,1,0,0,Battery St,0.07,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,350.907691951
"LINESTRING (-122.40206572948273 37.78872115233002, -122.40290309867996 37.78808564721055)",MARKET,ST,8744201,MONTGOMERY ST,GEARY ST,BIKE ROUTE,2006,2W,334.81044809,,,,,,1,0,0,Market St,0.06,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,334.810448091
"LINESTRING (-122.40290309867996 37.78808564721055, -122.40343080003211 37.787641848532836)",MARKET,ST,8744202,GEARY ST,KEARNY ST,BIKE ROUTE,2006,2W,222.18670833,,,,,,1,0,0,Market St,0.04,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,222.186708325
"LINESTRING (-122.41251225608336 37.78047851216232, -122.41474122191016 37.77871942974254)",MARKET,ST,8751201,CHARLES J BRENHAM PL,LEAVENWORTH ST,BIKE ROUTE,2006,2W,908.42288928,,,,,,1,0,0,Market St,0.17,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,908.42288928
"LINESTRING (-122.41197235903516 37.78090254096509, -122.41251225608336 37.78047851216232)",MARKET,ST,8750203,JONES ST,CHARLES J BRENHAM PL,BIKE ROUTE,2006,2W,219.50870781,,,,,,1,0,0,Market St,0.04,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,219.50870781
"LINESTRING (-122.41336618295077 37.79608355234492, -122.414277475512 37.795968907814284)",PACIFIC,AVE,10139000,TAYLOR ST,PHOENIX TERR,BIKE ROUTE,2010,2W,266.59706059,,,,,,1,0,0,Pacific Ave,0.05,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,266.597060586
"LINESTRING (-122.4166527547965 37.795670051076705, -122.41700510786323 37.79562571453193)",PACIFIC,AVE,10142000,LEAVENWORTH ST,BURGOYNE ST,BIKE ROUTE,2010,2W,103.08130537,,,,,,1,0,0,Pacific Ave,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,103.081305369
"LINESTRING (-122.41500545471837 37.795877318669866, -122.4166527547965 37.795670051076705)",PACIFIC,AVE,10141000,JONES ST,LEAVENWORTH ST,BIKE ROUTE,2010,2W,481.91810201,,,,,,1,0,0,Pacific Ave,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.918102012
"LINESTRING (-122.41700510786323 37.79562571453193, -122.4182934991889 37.79546358433081)",PACIFIC,AVE,10143000,BURGOYNE ST,HYDE ST,BIKE ROUTE,2010,2W,376.92160179,,,,,,1,0,0,Pacific Ave,0.07,60,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,376.92160179
"LINESTRING (-122.44396075281223 37.746765216932424, -122.44409497980304 37.746721675918614, -122.44460314263213 37.746682787455754, -122.44478291677653 37.74677051833004, -122.44484722576497 37.74694537284001)",DIAMOND HEIGHTS,BLVD,10610000,CLIPPER ST,PORTOLA DR,BIKE ROUTE,2009,2W,316.86662511,,,,,,1,0,0,Diamond Heights Blvd,0.06,49,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,316.866625114
"LINESTRING (-122.42903667185723 37.745165387163084, -122.42895947287411 37.74436323954144)",SANCHEZ,ST,11537000,28TH ST,VALLEY ST,BIKE ROUTE,2010,2W,292.92913016,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,292.929130156
"LINESTRING (-122.4291162417986 37.74596004091586, -122.42903667185723 37.745165387163084)",SANCHEZ,ST,11536000,DUNCAN ST,28TH ST,BIKE ROUTE,2010,2W,290.26202728,,,,,,1,0,0,Sanchez St,0.05,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,290.262027284
"LINESTRING (-122.42919319888506 37.74676292763256, -122.4291545419496 37.746359626634806, -122.4291162417986 37.74596004091586)",SANCHEZ,ST,11535000,27TH ST,COMERFORD ST,BIKE ROUTE,2010,2W,293.19219294,,,,,,1,0,0,Sanchez St,0.06,60,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,293.192192945
"LINESTRING (-122.4191825712743 37.748153969523344, -122.42027883102047 37.748125283492406)",CESAR CHAVEZ,ST,2489202,BARTLETT ST,VALENCIA ST,BIKE LANE,2014,2W,317.12917671,,,,,,1,14,3,Cesar Chavez St,0.06,60,0,2014,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,317.129176693
"LINESTRING (-122.41822117060414 37.748165689108575, -122.4191825712743 37.748153969523344)",CESAR CHAVEZ,ST,2489201,MISSION ST,BARTLETT ST,BIKE LANE,2014,2W,277.99853948,,,,,,1,14,3,Cesar Chavez St,0.05,60,0,2014,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,277.998539481
"LINESTRING (-122.4213867681551 37.74807263974482, -122.42248736380739 37.74801344980011)",CESAR CHAVEZ,ST,2490102,SAN JOSE AV,GUERRERO ST,BIKE LANE,2014,2W,318.94017591,,,,,,1,14,3,Cesar Chavez St,0.06,60,0,2014,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,318.940175901
"LINESTRING (-122.42027883102047 37.748125283492406, -122.42126271348756 37.74809528050698, -122.4213867681551 37.74807263974482)",CESAR CHAVEZ,ST,2490101,VALENCIA ST,SAN JOSE AV,BIKE LANE,2014,2W,321.4784113,,,,,,1,14,3,Cesar Chavez St,0.06,44,0,2014,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,321.478411304
"LINESTRING (-122.42633288684122 37.75177129584969, -122.42625074286585 37.75096238826826)",CHATTANOOGA,ST,3912000,24TH ST,JERSEY ST,BIKE ROUTE,2010,2W,295.49510789,,,,,,1,0,0,Chattanooga St,0.06,60,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,295.495107899
"LINESTRING (-122.42476828146474 37.74783030425921, -122.42704547508671 37.74769585304703)",CESAR CHAVEZ,ST,2492000,DOLORES ST,CHURCH ST,BIKE ROUTE,0,2W,660.21665873,,,,,,1,0,0,Cesar Chavez St,0.13,60,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,660.216658726
"LINESTRING (-122.42704547508671 37.74769585304703, -122.42927002732083 37.74756446719201)",CESAR CHAVEZ,ST,2493000,CHURCH ST,SANCHEZ ST,BIKE ROUTE,0,2W,644.95687522,,,,,,1,0,0,Cesar Chavez St,0.12,49,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,644.956875234
"LINESTRING (-122.42934650030085 37.748362263350096, -122.42927002732083 37.74756446719201)",SANCHEZ,ST,11533000,26TH ST,ARMY ST,BIKE ROUTE,2010,2W,291.3333868,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,291.3333868
"LINESTRING (-122.42927002732083 37.74756446719201, -122.42919319888506 37.74676292763256)",SANCHEZ,ST,11534000,ARMY ST,27TH ST,BIKE ROUTE,2010,2W,292.70027974,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,292.700279726
"LINESTRING (-122.42942276213354 37.74915785303511, -122.42934650030085 37.748362263350096)",SANCHEZ,ST,11532000,CLIPPER ST,26TH ST,BIKE ROUTE,2010,2W,290.52767186,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,290.527671864
"LINESTRING (-122.42957653600155 37.75076201889807, -122.42950008575595 37.749964502139896)",SANCHEZ,ST,11530000,JERSEY ST,25TH ST,BIKE ROUTE,2010,2W,291.23151003,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,291.231510018
"LINESTRING (-122.42950008575595 37.749964502139896, -122.42942276213354 37.74915785303511)",SANCHEZ,ST,11531000,25TH ST,CLIPPER ST,BIKE ROUTE,2010,2W,294.56632894,,,,,,1,0,0,Sanchez St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,294.566328951
"LINESTRING (-122.43629871361122 37.75115322179966, -122.43622244763739 37.75036055562749)",DIAMOND,ST,4746000,24TH ST,JERSEY ST,BIKE ROUTE,2010,2W,289.46638858,,,,,,1,0,0,Diamond St,0.05,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,289.466388587
"LINESTRING (-122.43622244763739 37.75036055562749, -122.43620020385063 37.750279208871056, -122.43613769731817 37.74956202746582)",DIAMOND,ST,4747000,JERSEY ST,25TH ST,BIKE ROUTE,2010,2W,292.07447751,,,,,,1,0,0,Diamond St,0.06,49,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,292.074477513
"LINESTRING (-122.43613769731817 37.74956202746582, -122.43606717301503 37.748762035272655)",DIAMOND,ST,4748000,25TH ST,CLIPPER ST,BIKE ROUTE,2010,2W,292.00560348,,,,,,1,0,0,Diamond St,0.06,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,292.005603488
"LINESTRING (-122.43400651757973 37.75049492473955, -122.43622244763739 37.75036055562749)",JERSEY,ST,7513000,CASTRO ST,DIAMOND ST,BIKE ROUTE,2010,2W,642.52860853,,,,,,1,0,0,Jersey St,0.12,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,642.528608528
"LINESTRING (-122.42035761978556 37.746492045501135, -122.42197676566009 37.743979454015445)",TIFFANY,AVE,12611000,DUNCAN ST,29TH ST,BIKE ROUTE,2012,2W,1027.70651507,,,BIKE BOULEVARD,,,1,0,0,Tiffany Ave,0.19,525,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1027.70651507
"LINESTRING (-122.40545417189182 37.75433723137444, -122.40645261624482 37.75427693354863)",23RD,ST,1252000,UTAH ST,POTRERO AV,BIKE LANE,2012,2W,289.48598856,,,,,E,1,0,0,23rd St,0.05,525,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,289.485988567
"LINESTRING (-122.40352310273937 37.754453829366476, -122.40448436490368 37.75439579263483)",23RD,ST,1249000,VERMONT ST,SAN BRUNO AV,BIKE LANE,2012,2W,278.70462562,,,,,,1,0,0,23rd St,0.05,525,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,278.704625622
"LINESTRING (-122.40255750979694 37.754512120106924, -122.40352310273937 37.754453829366476)",23RD,ST,1248000,KANSAS ST,VERMONT ST,BIKE LANE,2012,2W,279.9598507,,,,,,1,0,0,23rd St,0.05,44,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.959850703
"LINESTRING (-122.41127261961039 37.75588756857246, -122.41219789240739 37.75583251131562)",22ND,ST,1184000,ALABAMA ST,HARRISON ST,BIKE ROUTE,2010,2W,268.24274658,,,,,,1,0,0,22nd St,0.05,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,268.242746584
"LINESTRING (-122.41037335374591 37.75594177251358, -122.41127261961039 37.75588756857246)",22ND,ST,1183000,FLORIDA ST,ALABAMA ST,BIKE ROUTE,2010,2W,260.72198601,,,,,,1,0,0,22nd St,0.05,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,260.721986008
"LINESTRING (-122.40943306863885 37.75599844199577, -122.41037335374591 37.75594177251358)",22ND,ST,1182000,BRYANT ST,FLORIDA ST,BIKE ROUTE,2010,2W,272.61420312,,,,,,1,0,0,22nd St,0.05,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,272.614203122
"LINESTRING (-122.40849924102352 37.75605471459898, -122.40943306863885 37.75599844199577)",22ND,ST,1181000,YORK ST,BRYANT ST,BIKE ROUTE,2010,2W,270.74158412,,,,,,1,0,0,22nd St,0.05,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,270.741584128
"LINESTRING (-122.40760186719483 37.75610878287684, -122.40849924102352 37.75605471459898)",22ND,ST,1180000,HAMPSHIRE ST,YORK ST,BIKE ROUTE,2010,2W,260.1722552,,,,,,1,0,0,22nd St,0.05,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,260.172255199
"LINESTRING (-122.40663579987672 37.75616698371564, -122.40760186719483 37.75610878287684)",22ND,ST,1179000,POTRERO AV,HAMPSHIRE ST,BIKE ROUTE,2010,2W,280.08791802,,,,,,1,0,0,22nd St,0.05,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,280.08791802
"LINESTRING (-122.41229339622997 37.76419337588255, -122.4128589973751 37.76415919035289, -122.41300268373618 37.76409086133737)",17TH,ST,790000,ALABAMA ST,HARRISON ST,BIKE LANE,2012,2W,212.38405014,,,BUFFERED BIKE LANE,,,1,0,0,17th St,0.04,123,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,212.384050132
"LINESTRING (-122.40375953672441 37.767316363932444, -122.4036430553084 37.766017068376584)",KANSAS,ST,7726000,15TH ST,16TH ST,BIKE ROUTE,2010,2W,474.29697046,,,,,,1,0,0,Kansas St,0.09,123,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,474.296970456
"LINESTRING (-122.40387382009408 37.768591089666266, -122.40375953672441 37.767316363932444)",HENRY ADAMS,ST,6884000,ALAMEDA ST,15TH ST,BIKE ROUTE,2010,2W,465.32812121,,,,,,1,0,0,Henry Adams St,0.09,123,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,465.328121211
"LINESTRING (-122.4040104265911 37.76977179391649, -122.40391245651429 37.76867906409533, -122.40387382009408 37.768591089666266)",HENRY ADAMS,ST,6883000,DIVISION ST,ALAMEDA ST,BIKE ROUTE,2010,2W,432.81633512,,,,,,1,0,0,Henry Adams St,0.08,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,432.816335111
"LINESTRING (-122.42663400783228 37.754962268353154, -122.42647785203768 37.75335955274943)",CHATTANOOGA,ST,3910000,22ND ST,23RD ST,BIKE ROUTE,2010,2W,585.32423054,,,,,,1,0,0,Chattanooga St,0.11,44,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,585.324230551
"LINESTRING (-122.42647785203768 37.75335955274943, -122.42633288684122 37.75177129584969)",CHATTANOOGA,ST,3911000,23RD ST,24TH ST,BIKE ROUTE,2010,2W,579.83244677,,,,,,1,0,0,Chattanooga St,0.11,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,579.832446754
"LINESTRING (-122.43082439474314 37.76601373100574, -122.43102547098239 37.76586798644253)",MARKET,ST,8765101,15TH ST,SANCHEZ ST,BIKE ROUTE,0,2W,78.70510398,,,,,,1,0,0,Market St,0.01,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,78.7051039848
"LINESTRING (-122.43406238744957 37.76255082474405, -122.43493955313463 37.762502313149426, -122.43518796225091 37.76267070721404)",17TH,ST,800000,HARTFORD ST,CASTRO ST,BIKE ROUTE,0,2W,348.60103567,,,,,,1,0,0,17th St,0.07,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,348.601035679
"LINESTRING (-122.41300268373618 37.76409086133737, -122.4135875691681 37.76382320702701)",17TH,ST,791000,HARRISON ST,TREAT AV,BIKE LANE,2012,2W,195.14778276,,,,,,1,0,0,17th St,0.04,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,195.147782763
"LINESTRING (-122.43294913717641 37.7626181998557, -122.43406238744957 37.76255082474405)",17TH,ST,809000,NOE ST,HARTFORD ST,BIKE ROUTE,0,2W,322.74070883,,,,,,1,0,0,17th St,0.06,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,322.740708835
"LINESTRING (-122.43212405635825 37.76266812739841, -122.43294913717641 37.7626181998557)",17TH,ST,808000,POND ST,NOE ST,BIKE ROUTE,0,2W,239.19754833,,,,,,1,0,0,17th St,0.05,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,239.197548317
"LINESTRING (-122.43154484003229 37.76270317406047, -122.43212405635825 37.76266812739841)",17TH,ST,807000,PROSPER ST,POND ST,BIKE ROUTE,0,2W,167.91927962,,,,,,1,0,0,17th St,0.03,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,167.919279623
"LINESTRING (-122.43072672335458 37.76275267034879, -122.43154484003229 37.76270317406047)",17TH,ST,806000,SANCHEZ ST,PROSPER ST,BIKE ROUTE,0,2W,237.17804691,,,,,,1,0,0,17th St,0.04,40,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,237.178046902
"LINESTRING (-122.42850874955012 37.76288986590897, -122.43072672335458 37.76275267034879)",17TH,ST,805000,CHURCH ST,SANCHEZ ST,BIKE ROUTE,0,2W,643.09027017,,,,,,1,0,0,17th St,0.12,50,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,643.090270176
"LINESTRING (-122.41032770408187 37.782202717773, -122.41162513044277 37.78118962732929)",MARKET,ST,8750201,TAYLOR ST,MC ALLISTER ST,BIKE ROUTE,2006,2W,525.99063169,,,,,,1,0,0,Market St,0.1,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,525.990631685
"LINESTRING (-122.41162513044277 37.78118962732929, -122.41197235903516 37.78090254096509)",MARKET,ST,8750202,MC ALLISTER ST,JONES ST,BIKE ROUTE,2006,2W,144.90417051,,,,,,1,0,0,Market St,0.03,2,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,144.904170501
"LINESTRING (-122.42529856400321 37.80507790274862, -122.42548761062679 37.806009959649856, -122.42562794808931 37.80645646810127, -122.42578019670555 37.806714936578075, -122.4262567285465 37.80718522103924, -122.42648852002519 37.807651861164864, -122.4265821339245 37.80803251130577)",VAN NESS,AVE,13174000,NORTH POINT ST,END:NORTH,BIKE ROUTE,0,2W,1158.76832456,,,,,,1,0,0,Van Ness Ave,0.22,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1158.76832456
"LINESTRING (-122.43746129377514 37.806401780810994, -122.43999932363722 37.80607719921964)",MARINA,BLVD,8704101,FILLMORE ST,CASA WY,BIKE ROUTE,2012,2W,742.70055075,,,,,,1,0,0,Marina Blvd,0.14,106,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,742.700550755
"LINESTRING (-122.42947088321111 37.80067840753686, -122.4296668453369 37.80165391526621)",OCTAVIA,ST,9903000,LOMBARD ST,CHESTNUT ST,BIKE ROUTE,0,2W,359.68866978,,,,,,1,0,0,Octavia St,0.07,106,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,359.688669786
"LINESTRING (-122.4296668453369 37.80165391526621, -122.42985540386337 37.8025833294358)",OCTAVIA,ST,9904000,CHESTNUT ST,FRANCISCO ST,BIKE ROUTE,0,2W,342.77783149,,,,,,1,0,0,Octavia St,0.06,210,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,342.7778315
"LINESTRING (-122.42010952403467 37.796094569527206, -122.42176816692552 37.795945403775825)",BROADWAY,ST,3169101,LARKIN ST,POLK ST,BIKE ROUTE,2010,2W,482.31567342,,,,,,1,0,0,Broadway,0.09,106,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,482.315673421
"LINESTRING (-122.42929020132601 37.799788136875186, -122.42947088321111 37.80067840753686)",OCTAVIA,ST,9902000,GREENWICH ST,LOMBARD ST,BIKE ROUTE,0,2W,328.34436199,,,,,,1,0,0,Octavia St,0.06,6,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,328.344361988
"LINESTRING (-122.43915621903199 37.798533327945904, -122.44079814858478 37.79832441629239)",GREENWICH,ST,6521000,PIERCE ST,SCOTT ST,BIKE ROUTE,2009,2W,480.46321749,,,,,,1,0,0,Greenwich St,0.09,25,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.463217502
